pair_id,room_type,split,base_clip_t,lora_clip_t,base_aesthetic,lora_aesthetic,base_clipiqa_quality,lora_clipiqa_quality,base_clipiqa_realism,lora_clipiqa_realism,base_ssim_input,lora_ssim_input,base_dino_input,lora_dino_input,prompt_colors,base_palette_prompt,lora_palette_prompt,base_palette_hits,lora_palette_hits,base_palette_target,lora_palette_target,base_palette_deltaE,lora_palette_deltaE,lora_closer_palette,base_clip_i_target,lora_clip_i_target,base_dino_target,lora_dino_target,base_lpips_target,lora_lpips_target,lora_closer_clip_i,lora_closer_dino,lora_closer_lpips,style_primary,style_secondary,style_desc,style_conf
bathroom__bd98af46d2f2e69f13,bathroom,train,0.3452662825584411,0.3312166333198547,3.2304978370666504,3.0437934398651123,0.9089817763269282,0.9373862478193632,0.9992953790170672,0.9999111199186098,0.228292374614116,0.2320932555328489,0.4841607809066772,0.5379674434661865,gray;charcoal;black;wood;rust,1.0,0.8,gray;charcoal;black;wood;rust,gray;charcoal;black;wood,0.646183463304751,0.7141939947583378,10.91679541489582,8.4150163051117,True,0.830344557762146,0.8141670227050781,0.5991577506065369,0.6525121331214905,0.6393775939941406,0.635043740272522,False,True,True,Contemporary,Rustic,"wood plank accent wall, charcoal double vanity with marble top, gray tile flooring, black industrial sconces, modern rustic",high
dining_room__1054f9fcfaf0464936,dining_room,train,0.3278152048587799,0.3359561264514923,3.101456642150879,2.6913652420043945,0.9640509820765276,0.9072210829431946,0.9998682550890542,0.9999674477679136,0.3469576309897693,0.3625637903216746,0.1878018677234649,0.1868739426136016,white;beige;wood,1.0,1.0,white;beige;wood,white;beige;wood,0.7576009021216442,0.7491927705664335,6.939963658712787,7.218973949908903,False,0.7204043865203857,0.7646459937095642,0.3224666118621826,0.2901607751846313,0.5566994547843933,0.5936296582221985,True,False,False,Traditional,Contemporary,"warm beige walls, dark hardwood flooring with patterned rug, large white drum pendant light, transitional",high
entryway__fa09eaa0b82b8a58c6,entryway,train,0.3606826961040497,0.3780019879341125,2.884521722793579,2.8791632652282715,0.970186443326295,0.9913493562649872,0.9993661040086064,0.999948660868791,0.2647957145177807,0.2824954720313952,0.2320275902748108,0.1962072551250457,white;black;oak;wood;red,0.8,0.8,white;black;oak;wood,white;black;oak;wood,0.722579148629316,0.790291346449181,8.12320791799135,5.8838402133709184,True,0.7748027443885803,0.8225525617599487,0.5271430611610413,0.4944650530815124,0.5876531600952148,0.5810205340385437,True,False,True,Traditional,Contemporary,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",high
game_room__fde132b90d574b8a44,game_room,train,0.3807504773139953,0.3739179968833923,1.933244228363037,2.149442672729492,0.9231410574040738,0.956366891852714,0.9999851605586588,0.999979063748418,0.5666727029692318,0.4906674578994294,0.3034737408161163,0.3214080333709717,gray;wood,0.5,1.0,gray,gray;wood,0.7671605368585216,0.7668924045658807,6.626479865395164,6.635219208351688,False,0.8656569123268127,0.8718076944351196,0.702707052230835,0.6821736097335815,0.6163378357887268,0.5976001024246216,True,False,True,Traditional,Industrial,"Warm gray walls, dark wood pool table, dark wood flooring, industrial linear pendant lighting, transitional game room",medium
living_room__e21f1bafadc124b825,living_room,train,0.3640928268432617,0.3483207821846008,2.881197929382324,3.135086297988892,0.9796369189768708,0.9456582461926184,0.9999025223180528,0.99942074238894,0.5014566423234414,0.3759145696349393,0.3595128953456878,0.2505660653114319,white;cream;black;oak;red;brass,0.8333333333333334,0.8333333333333334,white;cream;black;oak;brass,white;cream;black;oak;brass,0.7598106125857407,0.7704012913192321,6.867151768046661,6.5210935583099605,True,0.7970252633094788,0.839964747428894,0.5797658562660217,0.640968918800354,0.6267447471618652,0.61152184009552,True,True,True,Contemporary,Traditional,"crisp white walls, black-framed windows, light oak flooring, textured cream rug, brass statement lighting, modern traditional",high
bedroom__680f241ff29c9c9016,bedroom,train,0.4250856339931488,0.4117647409439087,2.6744613647460938,3.0762417316436768,0.7090058158526349,0.6065640737638781,0.9998184830190884,0.999673249201071,0.3656149234363589,0.3147909704300373,0.1232580244541168,0.0631171390414238,white;red,0.5,0.5,white,white,0.786884147984656,0.7702738741581833,5.991856213397336,6.525228666222207,False,0.7113685607910156,0.709435760974884,0.2199290990829467,0.1811161339282989,0.6219950318336487,0.6115630865097046,False,False,True,Bohemian,Contemporary,"pastel cloud wallpaper, white open shelving, textured lavender area rug, woven dome pendant light, whimsical bohemian",high
kitchen__2566ae3554fd40716b,kitchen,train,0.321073830127716,0.3164288103580475,2.9192023277282715,2.903412103652954,0.8701721714701094,0.9376270287616052,0.993322988556861,0.9991682055508168,0.3003368163695132,0.298193448498782,0.7115076780319214,0.7425822615623474,white;gray;wood,0.6666666666666666,0.6666666666666666,white;gray,white;gray,0.8519138302297885,0.8281618135347119,4.006747387389613,4.713667917898782,False,0.6910236477851868,0.6988047361373901,0.6919419169425964,0.7550783157348633,0.5460138320922852,0.53862464427948,True,True,True,Traditional,Contemporary,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",high
bathroom__e80883dfda6c1bc7fe,bathroom,train,0.3321223855018616,0.3413775563240051,3.644206523895264,3.3262434005737305,0.9899850194420794,0.9678068144793034,0.9998127289719704,0.9999180315854768,0.3815698575846339,0.3147263031267939,0.3314549922943115,0.2006264328956604,white;grey,1.0,1.0,white;grey,white;grey,0.8576974016578306,0.8568822272390483,3.83759801051045,3.8613698571620874,False,0.7293479442596436,0.7311849594116211,0.2571839690208435,0.3431779742240906,0.6490859389305115,0.6063738465309143,True,True,True,Traditional,Contemporary,"crisp white walls, white shaker vanity, patterned grey cement tile flooring, bright natural light, transitional chic",high
dining_room__2e3a34ade3a9567377,dining_room,train,0.3614718317985534,0.3548530340194702,3.04030179977417,2.0700371265411377,0.9286294841514238,0.9443820753253872,0.9999792585959524,0.99992867814488,0.2192071816232591,0.2283685178586685,0.3139278888702392,0.3386489152908325,white;brown;wood;rust;mustard,1.0,1.0,white;brown;wood;rust;mustard,white;brown;wood;rust;mustard,0.6890209144932337,0.7546845539030584,9.31209133942198,7.036385660992536,True,0.6556146144866943,0.7103104591369629,0.2067785561084747,0.3183204233646393,0.6174368858337402,0.5643085241317749,True,True,True,Traditional,Rustic,"Two-tone mustard and brown walls with white trim, dark hardwood flooring, rustic wagon-wheel candle chandelier, warm traditional",high
entryway__b2e27c21e115b8156e,entryway,train,0.3339516818523407,0.3175634145736694,1.7112414836883545,2.485764741897583,0.9629071956797676,0.9739007455832416,0.9919990870116788,0.9997744658192826,0.3696592301772843,0.2898003526799296,0.6991868019104004,0.7181070446968079,greige;oak;wood,1.0,1.0,greige;oak;wood,greige;oak;wood,0.6854969956388387,0.6821155176603904,9.440279067975052,9.563906368706542,False,0.8136098384857178,0.8089824318885803,0.8104947209358215,0.8313313126564026,0.6014149188995361,0.6166317462921143,False,True,False,Contemporary,Traditional,"warm greige walls, dark wood and metal cable railing, light oak flooring, warm globe pendant lighting, transitional",medium
living_room__0ac9e10de57dbcb1ed,living_room,train,0.4094067513942718,0.3884694576263428,2.2186262607574463,1.7997897863388062,0.9911436827682072,0.985031477868472,0.9999713984724188,0.9998308145791276,0.2481538125170599,0.2232407525445647,0.5049551725387573,0.4129115045070648,wood;teal;brass,0.3333333333333333,0.3333333333333333,teal,teal,0.6225438185428176,0.6342714827151715,11.848531547179476,11.38195525059156,True,0.796436071395874,0.7736965417861938,0.5055900812149048,0.3593593537807464,0.5989959836006165,0.5738315582275391,False,False,True,Traditional,Contemporary,"deep teal paneled walls, built-in window seat, dark herringbone wood flooring, brass wall sconces, traditional study",high
bathroom__2a5191797f35a039d8_merged_8ddf7577,bathroom,holdout,0.3399088382720947,0.3584491312503814,4.0101494789123535,2.871910095214844,0.9758116108393567,0.9665331208387372,0.9957768108713224,0.9937229076567564,0.3194440919512481,0.3468370436572842,0.3122919201850891,0.5948159694671631,white;gray;charcoal;wood,0.75,0.75,white;gray;charcoal,white;gray;charcoal,0.8540980656970792,0.8847429400509051,3.942731518977999,3.061453484653377,True,0.661578893661499,0.8173927068710327,0.3509107232093811,0.6678696870803833,0.630196213722229,0.5990405678749084,True,True,True,Contemporary,Farmhouse,"gray walls, white subway tile, charcoal wood vanities, marble-look tile flooring, modern bar vanity lights, transitional",high
bedroom__5c0e77457756290179,bedroom,holdout,0.3113808035850525,0.3173567354679107,3.528450489044189,3.5744471549987797,0.9728458080467176,0.9595084189505788,0.9999998856655848,0.9999996751884818,0.5638264186144739,0.4640818280357978,0.92537260055542,0.7920677065849304,gray;wood;red,0.6666666666666666,0.6666666666666666,gray;wood,gray;wood,0.8068139164333797,0.8221856890148366,5.36655560312466,4.894725259812278,True,0.7822531461715698,0.7896997332572937,0.5312385559082031,0.5482343435287476,0.6423263549804688,0.651354193687439,True,True,False,Traditional,Contemporary,"warm gray walls, weathered metal open shelving, dark wood flooring, warm table lamp lighting, transitional",high
bedroom__5f44749467b4e600f7,bedroom,holdout,0.3654405474662781,0.3252924084663391,3.649350643157959,4.631310939788818,0.9180437421502636,0.977165590326213,0.9999456570269072,0.9999471807877576,0.3094288363234579,0.2945814026150459,0.4000738859176636,0.3955830037593841,white;wood,1.0,1.0,white;wood,white;wood,0.8241958831916397,0.8425253643056325,4.833676375104693,4.283787780201149,True,0.8024711608886719,0.7886168360710144,0.4556552767753601,0.4968460202217102,0.630435585975647,0.6243565082550049,False,True,True,Contemporary,Mid-Century Modern,"striped accent wallpaper, white walls, built-in closet organizer, medium wood flooring, recessed lighting, contemporary bohemian",high
bedroom__84a1b0698337748591,bedroom,holdout,0.291725754737854,0.312726765871048,2.860698699951172,3.1675288677215576,0.9350279606666452,0.910158512318984,0.9999468821360016,0.9999319770095868,0.5217331789056452,0.4606852077555483,0.8889636397361755,0.6435730457305908,white;cream;gray;wood;tan,1.0,1.0,white;cream;gray;wood;tan,white;cream;gray;wood;tan,0.8432138047453128,0.8319627748215213,4.263368236935116,4.599189524073221,False,0.5834051370620728,0.6162009835243225,0.691493034362793,0.797069251537323,0.6608618497848511,0.6744856834411621,True,True,False,Contemporary,Bohemian,"pale gray walls, white nightstand, wood flooring with striped cream rug, patterned ceramic table lamp, modern bohemian",high
dining_room__241a33e57e03c6666a,dining_room,holdout,0.3528406620025635,0.3822964429855346,2.616459846496582,2.9667415618896484,0.9673018906570964,0.942918664880762,0.999789328118934,0.9999889648747664,0.3297337178143607,0.2789987294746693,0.7042289972305298,0.4947759509086609,oak;wood;teal;brass,1.0,1.0,oak;wood;teal;brass,oak;wood;teal;brass,0.6320482647408653,0.7247785243779962,11.4697379872581,8.047228860341104,True,0.6525932550430298,0.7249673008918762,0.4445182681083679,0.4270076751708984,0.6392537355422974,0.6301186680793762,True,False,True,Mid-Century Modern,Contemporary,"deep teal walls, light oak doors, dark wood flooring with herringbone rug, brass globe chandeliers, mid-century modern",high
entryway__8a18c48d9eb493f3d8,entryway,holdout,0.3262317776679992,0.3250607252120971,2.662362575531006,2.1202549934387207,0.8796834721207106,0.8449096256638431,0.9998577742592762,0.9999308313788482,0.3818964744564468,0.3780106551280966,0.71017986536026,0.7171355485916138,white;greige;wood,0.6666666666666666,0.6666666666666666,white;greige,white;greige,0.8337001833919173,0.8531099819223891,4.547035839802026,3.9716701092803466,True,0.5916502475738525,0.6341843008995056,0.6601625680923462,0.7346836924552917,0.6687830686569214,0.6526586413383484,True,True,True,Traditional,Coastal,"soft greige walls with white trim, white shaker cabinetry, rich dark wood flooring, recessed ceiling lighting, coastal transitional",high
kitchen__bac889508b872dd53c,kitchen,holdout,0.3007638454437256,0.3094048500061035,2.8228559494018555,2.458245038986206,0.9642452188885277,0.933574422273393,0.8536108245498651,0.9074698760896114,0.309934584430318,0.1947718004638869,0.7696780562400818,0.8081767559051514,white;gray;wood,0.6666666666666666,0.6666666666666666,white;gray,white;gray,0.7909981738383056,0.7835040699660033,5.861490497296416,6.099475565087645,False,0.834075927734375,0.8056427836418152,0.6889636516571045,0.7431416511535645,0.5791236758232117,0.6061937808990479,False,True,False,Farmhouse,Traditional,"light gray walls, white beadboard, white glass-front shaker cabinetry, dark wood flooring, recessed lighting, modern cottage",high
living_room__39df78bdf3c99d8b73,living_room,holdout,0.3771986365318298,0.378754198551178,1.6464908123016355,1.7222800254821775,0.978963367797512,0.9956408506547751,0.9999513680582036,0.9999971741784704,0.4277110303633548,0.3352808927338234,0.3606792092323303,0.2509693503379822,gray;oak;wood;blue;red,0.8,0.8,gray;oak;wood;blue,gray;oak;wood;blue,0.7546968526083052,0.7455975138737668,7.035978252195994,7.339233750327168,False,0.7732248306274414,0.7574445009231567,0.587083101272583,0.5358798503875732,0.6359440684318542,0.628270149230957,False,False,True,Traditional,Contemporary,"Gray grasscloth walls, dark wood coffered ceiling, light oak flooring, blue patterned rug, recessed lighting, transitional",high
living_room__7ad0cf7c5c3585abc2,living_room,holdout,0.371005117893219,0.3543587625026703,2.381798505783081,2.3623299598693848,0.9546449548838448,0.7919943156630378,0.9977436505895212,0.999949364558492,0.1971111472202223,0.1751063936727253,0.3097782135009765,0.2761877179145813,grey;black;oak;blue;brass,1.0,0.8,grey;black;oak;blue;brass,grey;black;oak;brass,0.7963205933751312,0.7516449636330544,5.693835468139559,7.137279733643901,False,0.8297386169433594,0.7990910410881042,0.631287693977356,0.6564098000526428,0.5951857566833496,0.6056841015815735,False,True,False,Traditional,Contemporary,"grey grasscloth walls, black fireplace mantel, light oak flooring with blue rug, brass floor lamp, sophisticated transitional",high
living_room__8be66e716ba7b0dca6,living_room,holdout,0.3490772843360901,0.3713532984256744,2.9310460090637207,2.437485933303833,0.9696028185334,0.951247341282826,0.9996256489262336,0.9999248511540128,0.4462749847756178,0.2839123067797565,0.6036018133163452,0.5480906963348389,white;gray;wood,1.0,0.6666666666666666,white;gray;wood,white;gray,0.8332995429910929,0.8434524449434847,4.559052650668805,4.256293920963943,True,0.777931272983551,0.8250864744186401,0.6384434103965759,0.7271294593811035,0.6729693412780762,0.6353358626365662,True,True,True,Contemporary,Glam,"Cool gray walls, white stone fireplace, dark hardwood flooring, plush patterned rug, contemporary transitional",high
