pair_id,page_url,before_path,after_path,room_type,split,src_before,src_after,style_desc,style_primary,style_secondary,style_conf,style_evidence
9b567ffde70056d899,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__9b567ffde70056d899_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__9b567ffde70056d899_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__9b567ffde70056d899.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__9b567ffde70056d899.jpg,"Pale mint walls, white shaker cabinetry, wood-top island, checkerboard tile flooring, recessed lighting, cottage farmhouse",Farmhouse,Traditional,high,"White shaker cabinets, apron-front sink, wooden island with butcher block top, checkered floor, and stainless steel appliances."
a1db06faf47a6ae935,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__a1db06faf47a6ae935_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__a1db06faf47a6ae935_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__a1db06faf47a6ae935.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__a1db06faf47a6ae935.jpg,"mint green and white walls, pink patterned rug, mint green and patterned seating, warm ceiling fan light, eclectic cottage",Bohemian,Farmhouse,medium,"Beadboard walls, exposed green beams, mixed patterns on rug and armchairs, floral curtains, and flower-filled glass coffee table."
134b65d61e04d23396,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__134b65d61e04d23396_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__134b65d61e04d23396_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__134b65d61e04d23396.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__134b65d61e04d23396.jpg,"teal walls, iridescent mosaic tiling, dark espresso vanity, gray tile flooring, warm vanity lighting, contemporary eclectic",Contemporary,Modern,high,"Teal walls, iridescent mosaic shower tile, dark grey subway tile, stone vessel sink, waterfall faucet, and black vanity."
01ad18d62424b8f8a5,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__01ad18d62424b8f8a5_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__01ad18d62424b8f8a5_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__01ad18d62424b8f8a5.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__01ad18d62424b8f8a5.jpg,"teal mosaic tile walls, dark stained wood cabinetry, light concrete flooring, industrial pendant lighting, rustic modern",Mid-Century Modern,Rustic,high,"Teal mosaic tile backsplash, flat-panel warm wood cabinets, stainless steel appliances, woven bamboo shade, and leather barstools."
bd366bf8e2095f7a91,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__bd366bf8e2095f7a91_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__bd366bf8e2095f7a91_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__bd366bf8e2095f7a91.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__bd366bf8e2095f7a91.jpg,"sage green and soft blue walls, warm hardwood flooring, patterned area rug, contemporary table lamp, eclectic transitional",Traditional,Farmhouse,high,"Tufted velvet sofa, traditional patterned rug, exposed ceiling beams, rustic wooden coffee table, and woven storage baskets."
f8b7c385da9dc969dc,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__f8b7c385da9dc969dc_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__f8b7c385da9dc969dc_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__f8b7c385da9dc969dc.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__f8b7c385da9dc969dc.jpg,"Cool gray walls, light oak flooring, plush gray area rug, brushed nickel ceiling fan light, transitional",Contemporary,Rustic,medium,"Chunky wood media console, metal-framed coffee table, clean-lined blue sectional, teal armchairs, and light wood flooring."
bc7c4a19a8c98d7f0a,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__bc7c4a19a8c98d7f0a_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__bc7c4a19a8c98d7f0a_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__bc7c4a19a8c98d7f0a.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__bc7c4a19a8c98d7f0a.jpg,"white subway tile backsplash, white shaker cabinetry, black countertops, gray tile flooring, under-cabinet lighting, modern farmhouse",Farmhouse,Traditional,high,"White shaker cabinets, subway tile backsplash, stainless steel appliances, cup pull hardware, and a traditional patterned rug."
2d8860cc7a4b9f800d,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/dining_room__2d8860cc7a4b9f800d_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/dining_room__2d8860cc7a4b9f800d_orig.jpg,dining room,train,/home/jupyter/clean_108_WITH_LABELS/before/dining_room__2d8860cc7a4b9f800d.jpg,/home/jupyter/clean_108_WITH_LABELS/after/dining_room__2d8860cc7a4b9f800d.jpg,"peach and cream walls, white built-in bookcase, dark hardwood flooring, chrome chandelier, transitional dining room",Traditional,Contemporary,medium,"Dark wood slatted chairs, polished dining table, chrome chandelier, warm peach walls, bay window, and dark hardwood floors."
b5a661da560610f887,https://www.hgtv.com/shows/property-brothers/room-transformations-from-the-property-brothers-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__b5a661da560610f887_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__b5a661da560610f887_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__b5a661da560610f887.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__b5a661da560610f887.jpg,"neutral walls, beige granite countertops, white shaker cabinetry, light beige tile flooring, recessed lighting, transitional kitchen",Traditional,Contemporary,high,"White raised-panel cabinets, speckled granite countertops, stainless steel appliances, beige tile flooring, and simple silver hardware."
4ee330b2d358c53959,https://www.hgtv.com/shows/property-brothers/the-property-brothers-unveil-a-modern-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__4ee330b2d358c53959_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__4ee330b2d358c53959_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__4ee330b2d358c53959.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__4ee330b2d358c53959.jpg,"warm greige walls, dark hardwood flooring, geometric patterned rug, iron wagon wheel chandelier, modern rustic",Rustic,Traditional,high,"Stacked stone fireplace, wood-beamed vaulted ceiling, traditional wood piano, nailhead trim armchairs, and a geometric patterned rug."
40ad8f7a2a04976914,https://www.hgtv.com/shows/property-brothers/the-property-brothers-unveil-a-modern-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/dining_room__40ad8f7a2a04976914_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/dining_room__40ad8f7a2a04976914_orig.jpg,dining room,train,/home/jupyter/clean_108_WITH_LABELS/before/dining_room__40ad8f7a2a04976914.jpg,/home/jupyter/clean_108_WITH_LABELS/after/dining_room__40ad8f7a2a04976914.jpg,"warm greige walls, white shaker kitchen cabinetry, dark hardwood flooring, clear glass globe pendant lights, transitional",Traditional,Contemporary,high,"Dark wood table, tufted nailhead chairs, crown molding, shaker cabinets, geometric patterned upholstery, and glass globe pendant lights."
2566ae3554fd40716b,https://www.hgtv.com/shows/property-brothers/the-property-brothers-unveil-a-modern-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__2566ae3554fd40716b_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__2566ae3554fd40716b_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__2566ae3554fd40716b.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__2566ae3554fd40716b.jpg,"soft gray walls, white marble countertops, white shaker cabinetry, dark hardwood flooring, glass globe pendant lighting, classic transitional",Traditional,Contemporary,high,"White shaker cabinets, ornate crown molding, marble countertops, dark hardwood floors, and stainless steel appliances."
8a18c48d9eb493f3d8,https://www.hgtv.com/shows/property-brothers/the-property-brothers-unveil-a-modern-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/before/entryway__8a18c48d9eb493f3d8_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/after/entryway__8a18c48d9eb493f3d8_orig.jpg,entryway,holdout,/home/jupyter/clean_108_WITH_LABELS/before/entryway__8a18c48d9eb493f3d8.jpg,/home/jupyter/clean_108_WITH_LABELS/after/entryway__8a18c48d9eb493f3d8.jpg,"soft greige walls with white trim, white shaker cabinetry, rich dark wood flooring, recessed ceiling lighting, coastal transitional",Traditional,Coastal,high,"Dark hardwood floors, white shaker cabinets, crown molding, patterned upholstered dining chairs, and blue-and-white coastal accents."
a4a63f64707847ad85,https://www.hgtv.com/shows/property-brothers/the-property-brothers-unveil-a-modern-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__a4a63f64707847ad85_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__a4a63f64707847ad85_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__a4a63f64707847ad85.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__a4a63f64707847ad85.jpg,"off-white walls with teal and pink accents, colorful striped geometric carpet, recessed ceiling lights, playful contemporary",Contemporary,Traditional,medium,"Bold geometric striped carpet, neutral sectional, teal armchair with nailhead trim, white tufted ottoman, and bright accent pillows."
84a1b0698337748591,https://www.thespruce.com/before-and-after-bedroom-makeovers-8671901,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/before/bedroom__84a1b0698337748591_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/after/bedroom__84a1b0698337748591_orig.jpg,bedroom,holdout,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__84a1b0698337748591.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__84a1b0698337748591.jpg,"pale gray walls, white nightstand, wood flooring with striped cream rug, patterned ceramic table lamp, modern bohemian",Contemporary,Bohemian,high,"Geometric mudcloth bedding, striped rug, channel-tufted headboard, white nightstand with gold hardware, and gold bird wall decor."
25347e444234dec9bd,https://www.thespruce.com/before-and-after-bedroom-makeovers-8671901,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__25347e444234dec9bd_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__25347e444234dec9bd_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__25347e444234dec9bd.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__25347e444234dec9bd.jpg,"sage green shiplap walls, dark wood floors, pink patterned rug, white dandelion pendant light, feminine cottagecore",Farmhouse,Traditional,high,"Sage green shiplap walls, tufted upholstered headboard, botanical prints, striped curtains, and a classic white nightstand."
8852128dbb5abc064e,https://www.thespruce.com/before-and-after-bedroom-makeovers-8671901,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__8852128dbb5abc064e_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__8852128dbb5abc064e_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__8852128dbb5abc064e.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__8852128dbb5abc064e.jpg,"blush pink walls, green velvet headboard, patterned shag rug over carpet, brass dome sconces, modern bohemian",Bohemian,Mid-Century Modern,high,"Macrame wall hanging, Moroccan shag rug, rattan side table, brass dome sconces, and a green velvet channel-tufted headboard."
0b64e23d52dbf5e547,https://www.thespruce.com/before-and-after-bedroom-makeovers-8671901,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__0b64e23d52dbf5e547_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__0b64e23d52dbf5e547_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__0b64e23d52dbf5e547.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__0b64e23d52dbf5e547.jpg,"warm white walls, textured wood nightstand, bouclé upholstered headboard, paper lantern pendant, ceramic table lamp, organic modern",Scandinavian,Contemporary,high,"Neutral palette, paper lantern pendant, bouclé headboard, curved light wood nightstand, minimalist line art, and organic ceramic lamp."
680f241ff29c9c9016,https://www.thespruce.com/before-and-after-bedroom-makeovers-8671901,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__680f241ff29c9c9016_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__680f241ff29c9c9016_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__680f241ff29c9c9016.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__680f241ff29c9c9016.jpg,"pastel cloud wallpaper, white open shelving, textured lavender area rug, woven dome pendant light, whimsical bohemian",Bohemian,Contemporary,high,"Woven pendant light, tufted pom-pom rug, draped pink canopy bed, whimsical patterned wallpaper, and clean-lined white shelving."
916bab9adaa173605d,https://www.thespruce.com/before-and-after-bedroom-makeovers-8671901,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__916bab9adaa173605d_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__916bab9adaa173605d_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__916bab9adaa173605d.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__916bab9adaa173605d.jpg,"cream walls, white drapery, light wood flooring with striped rug, white ceramic table lamps, coastal transitional",Traditional,Coastal,high,"Carved wooden nightstand, Louis XVI chair, striped blue rug, breezy white curtains, and a black metal canopy bed."
c30986b820fa996e2d,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__c30986b820fa996e2d_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__c30986b820fa996e2d_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__c30986b820fa996e2d.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__c30986b820fa996e2d.jpg,"bright white walls, white low-profile media console, dark wood flooring, brass accent lighting, eclectic modern",Contemporary,Mid-Century Modern,high,"Clean-lined teal sofa, mid-century leather armchairs, white shiplap fireplace, gold hardware, and a colorful patterned area rug."
13cd36f1e9066f9a3c,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__13cd36f1e9066f9a3c_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__13cd36f1e9066f9a3c_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__13cd36f1e9066f9a3c.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__13cd36f1e9066f9a3c.jpg,"charcoal accent wall, open wood shelving, hardwood flooring with striped area rug, brass chandelier lighting, transitional",Contemporary,Traditional,medium,"Dark accent wall, clean-lined sofa, and geometric art paired with leather club chairs, classic fireplace, and brass chandelier."
bc20d1fd1f2cc4f3dc,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__bc20d1fd1f2cc4f3dc_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__bc20d1fd1f2cc4f3dc_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__bc20d1fd1f2cc4f3dc.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__bc20d1fd1f2cc4f3dc.jpg,"soft beige walls, white built-in cabinets with glass shelving, warm wood flooring, recessed niche lighting, transitional",Traditional,Farmhouse,high,"Symmetrical built-ins, classic white fireplace mantel, dark leather club chairs, neutral palette, decorative wreath, and dried wheat accents."
93eefd5d4cc7f17d3c,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__93eefd5d4cc7f17d3c_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__93eefd5d4cc7f17d3c_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__93eefd5d4cc7f17d3c.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__93eefd5d4cc7f17d3c.jpg,"light gray walls, dark wood beams, white built-ins with wood shelves, dark wood flooring, black floor lamp, modern rustic",Farmhouse,Rustic,high,"Exposed dark wood ceiling beams, rustic wooden console with woven baskets, blanket ladder, and a chunky wood fireplace mantel."
e8e420fc154a36fc14,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__e8e420fc154a36fc14_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__e8e420fc154a36fc14_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__e8e420fc154a36fc14.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__e8e420fc154a36fc14.jpg,"white walls, black traditional sideboard, hardwood flooring with chevron rug, capiz shell pendant, eclectic transitional",Traditional,Contemporary,medium,"Dark wood ceiling beams, traditional wingback chair, ornate black sideboard, bold black-and-white chevron rug, and vibrant pink accents."
04d7b6b87ea31e7c1f,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__04d7b6b87ea31e7c1f_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__04d7b6b87ea31e7c1f_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__04d7b6b87ea31e7c1f.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__04d7b6b87ea31e7c1f.jpg,"Cream walls with wood plank accent, floating white shelves, polished concrete flooring, bright natural light, rustic modern",Farmhouse,Rustic,high,"Horizontal wood plank accent wall, wire basket, neutral upholstered sofa, geometric patterned accent chairs, and polished concrete flooring."
